,ROI,Original,Hausdorff_ROI,Hausdorff_Original
Case-0277,0.8445656721214069,0.8456418529615118,6770.475537213025,8878.790458164896
Case-0278,0.8855595055150823,0.8817449034159829,10485.397226619505,10927.476286865143
Case-0279,0.7586225083331827,0.7541812999440118,7393.5282511125915,10445.45360431992
Case-0280,0.8842984497328481,0.8878040946521428,9262.179441146667,9368.772331527754
Case-0281,0.8857502000980216,0.8775869050917539,6454.940510957479,8525.948451638678
Case-0282,0.7811554435617415,0.7858072639719582,7945.989554485961,8797.396319366317
Case-0283,0.7982368186174331,0.8056971753106783,11654.8480899581,6910.48760942381
Case-0284,0.9087020970855074,0.9069447367074064,9544.897799348091,6169.3000413337
Case-0285,0.9010832354438768,0.8930613342678887,11433.41204540447,10570.767048800197
Case-0286,0.8438705995891871,0.8395013474316513,7913.29242477491,10409.79626093683
Case-0287,0.7371714220098822,0.7365220709833354,8156.298057329685,11899.452718507688
Case-0288,0.8865615262791955,0.8788843229816076,10837.844804203465,11920.680139992011
Case-0289,0.8296283256498096,0.8338823299920644,11035.2707714854,7233.1504892404955
Case-0290,0.8358845066192319,0.8356702402579127,6152.751254520209,8175.619059129405
Case-0291,0.8031790648522776,0.8027670668653054,6482.936217486641,9309.38945366451
Case-0292,0.4007715742417739,0.30198227751885265,11411.381642903722,22254.017008171806
Case-0293,0.8565957675435034,0.8647527982960983,8139.3602328438565,7703.926271713664
Case-0294,0.8951443972258208,0.8915082518884474,8997.241688428738,10000.847864056326
Case-0295,0.8965630574281279,0.8959297755262469,7965.879926285606,10104.738047074748
Case-0296,0.884251374424054,0.8800414038700819,9803.537371785758,7133.304633898653
Case-0297,0.9063788632402329,0.9004172744225549,6703.164774940267,7345.138868666812
Case-0300,0.7649565795201979,0.7685937471213545,7276.827399354748,14349.744562186464
Case-0301,0.8059169047776448,0.8090375552064499,5207.7727484981515,9013.878022249915
Case-0302,0.7462545331822393,0.651209315084042,11794.205272081708,7344.16877529377
Case-0303,0.8088218744957989,0.8000900679603701,7642.664849383362,9181.1094645473
Case-0304,0.8748181934668792,0.8696344267424932,5468.105064828217,9731.793925068492
Case-0305,0.8632710255978244,0.8635496593761205,5775.968230522049,8033.499486525158
Case-0306,0.6076272000982004,0.4741643915907023,9324.793724260073,5971.664173410961
Case-0307,0.8116194700163888,0.8266449826381258,5567.775408545141,10098.334664686054
Case-0308,0.5284102353426837,0.5325452118867162,11096.246167060282,21864.149011566857
Case-0309,0.8906356414012634,0.8820139220330131,6901.408986576582,8040.0401740289835
Case-0310,0.8114657935934413,0.8050631547348732,7395.805365205334,5738.3399167355
Case-0311,0.8391899740537196,0.8425020374898126,8027.528822744893,12815.48879286311
Case-0312,0.8179912121418268,0.8126328929134358,6748.019487227345,11531.71305574328
Case-0313,0.9126180191611841,0.9123687296473736,10966.30037888804,10536.114464070708
Case-0314,0.8659364645869585,0.8560548596732199,6386.834035733197,7384.870073332367
Case-0315,0.7458919976971791,0.7487068171799407,11324.43000773107,16442.00152049622
